,CER,UTMOS,SECS,Language,Speaker Reference Path,Audio Path,Num. Chars,Ground Truth Text,Transcription,Ground Truth Normalized Text,Normalized Transcription
0,10.526315789473683,3.0928866863250732,0.38701415061950684,zh,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_zh-cn_4.wav,61, 自从联邦政府介入接管塔斯马尼亚州德文波特的默西医院的资金后，州政府和一些联邦议员批评此举是 11 月联邦大选前的噱头。 ,自从联邦政府介入接管塔斯玛尼亚州德文波特的墨西医院的资金后州政府和一些联邦议员批评此举是十一月联邦大选前的噱头,自从联邦政府介入接管塔斯马尼亚州德文波特的默西医院的资金后州政府和一些联邦议员批评此举是 11 月联邦大选前的噱头,自从联邦政府介入接管塔斯玛尼亚州德文波特的墨西医院的资金后州政府和一些联邦议员批评此举是十一月联邦大选前的噱头
1,2.380952380952381,4.399475574493408,0.6201749444007874,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_15.wav,256," Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November."," Ever since the federal government stepped in to take over funding of the Mercy Hospital in Devonport to Tasmania, the state government and some federal MPs have criticized this act as a stunt in the prelude to the federal election to be called by November.",ever since the federal government stepped in to take over funding of the mersey hospital in devonport tasmania the state government and some federal mps have criticised this act as a stunt in the prelude to the federal election to be called by november,ever since the federal government stepped in to take over funding of the mercy hospital in devonport to tasmania the state government and some federal mps have criticized this act as a stunt in the prelude to the federal election to be called by november
2,0.0,3.486426830291748,0.4160994291305542,zh,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_zh-cn_20.wav,74, 羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。,羽毛的结构表明它们不是用来飞行的而是用来调节温度或炫耀的研究人员认为尽管这是一只年轻恐龙的尾巴但样本显示的是成熟的羽衣而不是幼崽的羽毛,羽毛的结构表明它们不是用来飞行的而是用来调节温度或炫耀的研究人员认为尽管这是一只年轻恐龙的尾巴但样本显示的是成熟的羽衣而不是幼崽的羽毛,羽毛的结构表明它们不是用来飞行的而是用来调节温度或炫耀的研究人员认为尽管这是一只年轻恐龙的尾巴但样本显示的是成熟的羽衣而不是幼崽的羽毛
3,0.0,3.9808695316314697,0.6408900022506714,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_31.wav,254," The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down."," The feather's structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",the feathers structure suggests that they were not used in flight but rather for temperature regulation or display the researchers suggested that even though this is the tail of a young dinosaur the sample shows adult plumage and not a chicks down,the feathers structure suggests that they were not used in flight but rather for temperature regulation or display the researchers suggested that even though this is the tail of a young dinosaur the sample shows adult plumage and not a chicks down
4,0.0,3.213094472885132,0.4671092629432678,zh,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_zh-cn_36.wav,77, 要说明社会化的重要性，最常用的方法之一是利用少数不幸儿童的案例。这些儿童由于被忽视、遭遇不幸或遭到故意虐待，在成长过程中没有在成年人的帮助下实现社会化。,要说明社会化的重要性最常用的方法之一是利用少数不幸儿童的案例这些儿童由于被忽视遭遇不幸或遭到故意虐待在成长过程中没有在成年人的帮助下实现社会化,要说明社会化的重要性最常用的方法之一是利用少数不幸儿童的案例这些儿童由于被忽视遭遇不幸或遭到故意虐待在成长过程中没有在成年人的帮助下实现社会化,要说明社会化的重要性最常用的方法之一是利用少数不幸儿童的案例这些儿童由于被忽视遭遇不幸或遭到故意虐待在成长过程中没有在成年人的帮助下实现社会化
5,3.3472803347280333,4.386040210723877,0.7266104817390442,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_47.wav,245," One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up.", One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were through neglect to misfortune or willful abuse and not socialized by adults while they were growing up.,one of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were through neglect misfortune or wilful abuse not socialized by adults while they were growing up,one of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were through neglect to misfortune or willful abuse and not socialized by adults while they were growing up
6,9.67741935483871,3.2731640338897705,0.4088912606239319,zh,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_zh-cn_52.wav,69, 例如，北卡罗莱纳州本尼特学校  的学生每年都会设计一个有关他们的州府之行的网站。网站每年都会重新设计，但是老版本会在线保存，用作剪贴簿。,例如 北卡罗来纳州本尼特学校的学生每年都会设计一个有关他们的州府之行的网站网站每年都会重新设计 但是老版本会在线保存 用作剪贴布,例如北卡罗莱纳州本尼特学校 的学生每年都会设计一个有关他们的州府之行的网站网站每年都会重新设计但是老版本会在线保存用作剪贴簿,例如 北卡罗来纳州本尼特学校的学生每年都会设计一个有关他们的州府之行的网站网站每年都会重新设计 但是老版本会在线保存 用作剪贴布
7,0.4629629629629629,4.2545061111450195,0.6662310361862183,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_63.wav,221," For example, each year students from Bennet School in North Carolina design a website about their trip to the State Capital, each year the website gets remodeled, but old versions are kept online to serve as a scrapbook."," For example, each year students from Bennett School in North Carolina design a website about their trip to the state capital, each year the website gets remodeled but old versions are kept online to serve as a scrapbook.",for example each year students from bennet school in north carolina design a website about their trip to the state capital each year the website gets remodeled but old versions are kept online to serve as a scrapbook,for example each year students from bennett school in north carolina design a website about their trip to the state capital each year the website gets remodeled but old versions are kept online to serve as a scrapbook
8,1.4492753623188406,3.4869117736816406,0.3494390845298767,zh,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_zh-cn_68.wav,76, 在浪漫主义的背景下，地理塑造了个体，随着时间的推移，与地理相关的习俗和文化出现了，这些习俗文化因为与社会所处的地方和谐相融，要比任意强加的法律好得多。,在浪漫主义的背景下地理塑造了个体随着时间的推移与地理相关的习俗和文化出现了这些习俗文化因为与社会所处的地方和谐相容要比任意强加的法律好得多,在浪漫主义的背景下地理塑造了个体随着时间的推移与地理相关的习俗和文化出现了这些习俗文化因为与社会所处的地方和谐相融要比任意强加的法律好得多,在浪漫主义的背景下地理塑造了个体随着时间的推移与地理相关的习俗和文化出现了这些习俗文化因为与社会所处的地方和谐相容要比任意强加的法律好得多
9,0.881057268722467,4.339169502258301,0.6053462028503418,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/Mega-TTS2/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_79.wav,234," In the context of Romanticism, the geography molded individuals, and over time customs and culture related to that geography arose, and these, being in harmony with the place of the society, were better than arbitrarily imposed laws."," In the context of Romanticism, the geography molded individuals and over time customs and culture related to that geography arose, and these a being in harmony with the place of the society were better than arbitrarily imposed laws.",in the context of romanticism the geography molded individuals and over time customs and culture related to that geography arose and these being in harmony with the place of the society were better than arbitrarily imposed laws,in the context of romanticism the geography molded individuals and over time customs and culture related to that geography arose and these a being in harmony with the place of the society were better than arbitrarily imposed laws
