,CER,UTMOS,SECS,Language,Speaker Reference Path,Audio Path,Num. Chars,Ground Truth Text,Transcription,Ground Truth Normalized Text,Normalized Transcription
0,1.4035087719298245,2.1695656776428223,0.19434621930122375,pt,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pt_0.wav,289," Desde quando o governo federal interveio para tomar conta do financiamento do hospital Mersey em Devonport, Tasmânia, o governo estadual e alguns deputados federais não gostaram desse ato e o classificaram como uma manobra no prelúdio da eleição federal que irá ser convocada em novembro."," Desde quando o governo federal interveio para tomar conta do financiamento do Hospital Mercy em Devonport, Tasmania, o governo estadual e alguns deputados federais não gostaram desse ato e o classificaram como uma manobra no pelúdio da eleição federal que irá ser convocada em novembro.",desde quando o governo federal interveio para tomar conta do financiamento do hospital mersey em devonport tasmânia o governo estadual e alguns deputados federais não gostaram desse ato e o classificaram como uma manobra no prelúdio da eleição federal que irá ser convocada em novembro,desde quando o governo federal interveio para tomar conta do financiamento do hospital mercy em devonport tasmania o governo estadual e alguns deputados federais não gostaram desse ato e o classificaram como uma manobra no pelúdio da eleição federal que irá ser convocada em novembro
1,1.2295081967213115,2.804765462875366,0.20538443326950073,fr,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_fr_1.wav,251," Et depuis, le gouvernement fédéral a pris les devants en se chargeant du financement du Mersey Hospital à Devonport, en Tasmanie. Le gouvernement d'état et certains parlementaires ont qualifié cet acte de farce à l'approche des élections de novembre."," Et depuis, le gouvernement fédéral a pris les devants en se chargeant du financement du Mercé Hospital à Devonport, en Tasmanie. Le gouvernement d'État et certains parlementaires ont qualifié cet acte de farce à l'approche des élections de novembre.",et depuis le gouvernement fédéral a pris les devants en se chargeant du financement du mersey hospital à devonport en tasmanie le gouvernement détat et certains parlementaires ont qualifié cet acte de farce à lapproche des élections de novembre,et depuis le gouvernement fédéral a pris les devants en se chargeant du financement du mercé hospital à devonport en tasmanie le gouvernement détat et certains parlementaires ont qualifié cet acte de farce à lapproche des élections de novembre
2,2.7777777777777777,3.541818857192993,0.4210943579673767,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_2.wav,256," Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November."," Ever since the federal government stepped in to take over funding of the Mercy Hospital in Devonport, Tasmania, the state government and some federalments have criticized this act as a stunt in the prelude to the federal election to be called by November.",ever since the federal government stepped in to take over funding of the mersey hospital in devonport tasmania the state government and some federal mps have criticised this act as a stunt in the prelude to the federal election to be called by november,ever since the federal government stepped in to take over funding of the mercy hospital in devonport tasmania the state government and some federalments have criticized this act as a stunt in the prelude to the federal election to be called by november
3,0.8097165991902834,2.1636457443237305,0.15961787104606628,pt,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pt_3.wav,255," A estrutura das penas sugere que não foram utilizadas em voo, mas sim, para se exibir ou regular a temperatura. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra tem a plumagem de um adulto, e não a de um filhote."," A estrutura das penas sugere que não foram utilizadas em voo, mas sim para se exibir ou regular a temperatura. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra tem a pomagem de um adulto e não a de um filhote.",a estrutura das penas sugere que não foram utilizadas em voo mas sim para se exibir ou regular a temperatura os pesquisadores sugeriram que embora esta seja a cauda de um jovem dinossauro a amostra tem a plumagem de um adulto e não a de um filhote,a estrutura das penas sugere que não foram utilizadas em voo mas sim para se exibir ou regular a temperatura os pesquisadores sugeriram que embora esta seja a cauda de um jovem dinossauro a amostra tem a pomagem de um adulto e não a de um filhote
4,1.8050541516245486,2.672520399093628,0.1593935489654541,fr,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_fr_4.wav,291," La structure des plumes suggère qu’elles n’étaient pas utilisées en vol mais plutôt pour la régulation ou l’affichage de la température. Les chercheurs ont suggéré que, même s’il s’agit de la queue d’un jeune dinosaure, l’échantillon montre un plumage d’adulte et non le duvet d’un poussin."," La structure des plumes suggère qu'elles n'étaient pas utilisées en vol, mais plutôt pour la régulation ou l'affichage de la température. Les chercheurs ont suggéré que même s'il s'agit de la queue d'un jeune dinosaure, l'échantillon montre un plumage d'adulte et non réduit d'un poussin.",la structure des plumes suggère quelles nétaient pas utilisées en vol mais plutôt pour la régulation ou laffichage de la température les chercheurs ont suggéré que même sil sagit de la queue dun jeune dinosaure léchantillon montre un plumage dadulte et non le duvet dun poussin,la structure des plumes suggère quelles nétaient pas utilisées en vol mais plutôt pour la régulation ou laffichage de la température les chercheurs ont suggéré que même sil sagit de la queue dun jeune dinosaure léchantillon montre un plumage dadulte et non réduit dun poussin
5,2.42914979757085,3.629441976547241,0.38023054599761963,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_5.wav,254," The feathers' structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that, even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down."," A further structure suggests that they were not used in flight but rather for temperature regulation or display. The researchers suggested that even though this is the tail of a young dinosaur, the sample shows adult plumage and not a chick's down.",the feathers structure suggests that they were not used in flight but rather for temperature regulation or display the researchers suggested that even though this is the tail of a young dinosaur the sample shows adult plumage and not a chicks down,a further structure suggests that they were not used in flight but rather for temperature regulation or display the researchers suggested that even though this is the tail of a young dinosaur the sample shows adult plumage and not a chicks down
6,4.669260700389105,2.153286933898926,0.1907130479812622,pt,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pt_6.wav,263," Um dos métodos mais comuns utilizados para ilustrar a importância da socialização é recorrer aos poucos casos lamentáveis de crianças que foram, através da negligência, infortúnio, ou do abuso intencional, não socializados por adultos enquanto estavam crescendo."," Um dos métodos mais comuns utilizados para ilustrar a importância da socialização é recolher aos poucos casos lamentáveis de crianças que foram, através da negligência, infortúnio ou do abuso intencional, não socializados por adultos enquanto estavam",um dos métodos mais comuns utilizados para ilustrar a importância da socialização é recorrer aos poucos casos lamentáveis de crianças que foram através da negligência infortúnio ou do abuso intencional não socializados por adultos enquanto estavam crescendo,um dos métodos mais comuns utilizados para ilustrar a importância da socialização é recolher aos poucos casos lamentáveis de crianças que foram através da negligência infortúnio ou do abuso intencional não socializados por adultos enquanto estavam
7,0.39370078740157477,2.6547083854675293,0.1921548992395401,fr,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_fr_7.wav,264," L'une des méthodes les plus courantes utilisées pour illustrer l'importance de la socialisation est de s'inspirer des quelques cas malheureux d'enfants qui, par négligence, malheur ou abus volontaire, n'ont pas été socialisés par des adultes pendant leur enfance."," L'une des méthodes les plus courantes utilisées pour illustrer l'importance de la socialisation est de s'inspirer des quelques cas malheureux d'enfants qui, par négligence, malheur ou abus volontaires, n'ont pas été socialisés par des adultes pendant leur enfance.",lune des méthodes les plus courantes utilisées pour illustrer limportance de la socialisation est de sinspirer des quelques cas malheureux denfants qui par négligence malheur ou abus volontaire nont pas été socialisés par des adultes pendant leur enfance,lune des méthodes les plus courantes utilisées pour illustrer limportance de la socialisation est de sinspirer des quelques cas malheureux denfants qui par négligence malheur ou abus volontaires nont pas été socialisés par des adultes pendant leur enfance
8,0.41841004184100417,3.4670212268829346,0.38364556431770325,en,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_en_8.wav,245," One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or wilful abuse, not socialized by adults while they were growing up."," One of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were, through neglect, misfortune, or willful abuse, not socialized by adults while they were growing up.",one of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were through neglect misfortune or wilful abuse not socialized by adults while they were growing up,one of the most common methods used to illustrate the importance of socialization is to draw upon the few unfortunate cases of children who were through neglect misfortune or willful abuse not socialized by adults while they were growing up
9,4.526748971193416,2.2645721435546875,0.1366233080625534,pt,Evaluation/References_DAPS/f10_script2_clean_segment_8.wav,Evaluation/YourTTS_original/Audios/f10_script2_clean_segment_8.wav/f10_script2_clean_segment_8.wav_pt_9.wav,253," Por exemplo, cada ano, estudantes da Bennet School, da Carolina do Norte, desenvolvem um site sobre sua viagem para a capital do estado. Todo ano, o site é remodelado, mas as versões antigas são mantidas on-line para servirem como livro de recordações."," Por exemplo, cada ano estudantes da BNX Fall, da Cabralina do Norte, desenvolvem um site sobre sua viagem para a capital do estado. Todo ano o site é remodelado, mas as versões antigas são mantidas online para servirem como livro de recordações.",por exemplo cada ano estudantes da bennet school da carolina do norte desenvolvem um site sobre sua viagem para a capital do estado todo ano o site é remodelado mas as versões antigas são mantidas online para servirem como livro de recordações,por exemplo cada ano estudantes da bnx fall da cabralina do norte desenvolvem um site sobre sua viagem para a capital do estado todo ano o site é remodelado mas as versões antigas são mantidas online para servirem como livro de recordações
